CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CNPJ_ADMIN;ADMIN;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_CPF_CNPJ_CEDENTE_1;TAB_I2B1_PR_CEDENTE_1;TAB_I2B1_CPF_CNPJ_CEDENTE_2;TAB_I2B1_PR_CEDENTE_2;TAB_I2B1_CPF_CNPJ_CEDENTE_3;TAB_I2B1_PR_CEDENTE_3;TAB_I2B1_CPF_CNPJ_CEDENTE_4;TAB_I2B1_PR_CEDENTE_4;TAB_I2B1_CPF_CNPJ_CEDENTE_5;TAB_I2B1_PR_CEDENTE_5;TAB_I2B1_CPF_CNPJ_CEDENTE_6;TAB_I2B1_PR_CEDENTE_6;TAB_I2B1_CPF_CNPJ_CEDENTE_7;TAB_I2B1_PR_CEDENTE_7;TAB_I2B1_CPF_CNPJ_CEDENTE_8;TAB_I2B1_PR_CEDENTE_8;TAB_I2B1_CPF_CNPJ_CEDENTE_9;TAB_I2B1_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;6440437.59;10220.80;6191650.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5285342.40;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;84658.43;0.00;821649.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;238566.21;238566.21;0.00
14.400.127/0001-02;YAP I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;41444.58;4451.59;36183.57;0.00;87870977.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;87870977.00;0.00;;;;;;;;;;;;;;;;;;;6111.28;0.00;0.00;0.00;0.00;6111.28;0.00;30072.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;809.42;809.42;0.00
14.460.428/0001-21;LIVRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;29374090.85;10054.23;27938807.03;1028778.18;1028778.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23563772.65;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;3126585.05;0.00;0.00;0.00;0.00;3126585.05;0.00;119469.96;0.00;100201.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1425229.59;1425229.57;0.02
14.481.752/0001-26;BERTOLUCCI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;23864901.35;5425.96;16159393.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;5642203.73;0.00;3607165.68;0.00;0.00;0.00;2035038.05;3878791.26;0.00;6638398.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7700081.49;2238751.16;5461330.33
14.544.060/0001-80;OPUS ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - NÃO PADRONIZADOS;2019-03-31;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;FECHADO;N;N;142926938.13;0.00;142926938.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;65002029.93;12409193.05;0.00;0.00;26556540.28;26036296.60;0.00;13799311.60;0.00;3002.19;0.00;0.00;64122594.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
14.583.491/0001-55;ITAPEVA VI MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO-PADRONIZADOS;2019-03-31;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA;FECHADO;N;N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
14.605.855/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DEL MONTE NÃO PADRONIZADO;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;N;81732791.19;844909.69;76111817.56;5772110.04;7631959.20;0.00;0.00;1495332.68;0.00;3780898.63;0.00;0.00;0.00;0.00;0.00;7136080.47;67254146.56;60727740000156;15.99;0;;0;;0;;0;;0;;0;;0;;0;;2723168.78;0.00;0.00;0.00;0.00;2723168.78;0.00;362392.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4776063.94;4776063.94;0.00
14.605.977/0001-47;SPECIAL SITUATION FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2019-03-31;11.758.741/0001-52;BANCO FINAXIS S.A.;FECHADO;N;N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2019-03-31;11.758.741/0001-52;BANCO FINAXIS S.A.;FECHADO;N;N;46180089.03;180283.61;45449195.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27856955.11;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3922257.59;0.00;13669982.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;550610.12;550610.12;0.00
14.665.353/0001-15;RIO TIBAGI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO-PADRONIZADOS;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;S;S;468657.53;68813.50;48355.09;0.06;0.00;0.00;0.00;1593286555.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1593286555.30;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;4704.75;0.00;0.00;0.00;0.00;4704.75;0.00;43650.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;351488.94;70181.89;281307.05
14.693.954/0001-31;POLO CLUBES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;112544820.08;179827.51;3483593.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;3223039.39;0.00;0.00;0.00;0.00;3223039.39;0.00;50131.65;0.00;210422.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;108881399.03;29311662.66;79569736.37
14.718.674/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL JGM LP;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;11705214.68;32583.93;11343535.01;1417013.73;1470631.51;0.00;0.00;10520.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;64138.29;9841813.82;21031992000194;11.58;;;;;;;;;;;;;;;;;13025.52;0.00;0.00;0.00;0.00;13025.52;0.00;71681.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;329095.74;329095.74;0.00
14.744.913/0001-27;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTIPLIX;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;23196489.42;1038.58;23195450.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23195450.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
14.770.038/0001-58;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTIPLIX MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;43653900.16;2691.30;41872424.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;39889469.78;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;159293.28;0.00;1823661.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1778784.17;1778783.75;0.42
14.788.370/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS HUNGRIA;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;S;848051.18;1417.74;845692.54;0.00;0.00;0.00;0.00;204347402.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;204347402.43;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;845692.54;0.00;0.00;0.00;0.00;845692.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;940.90;940.90;0.00
14.880.030/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOTORANTIM CRÉDITO CORPORATIVO;2019-03-31;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;FECHADO;N;N;123605092.62;0.01;123557044.88;78601025.60;78601025.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;44956019.28;0.00;0.00;0.00;0.00;44956019.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48047.73;48047.73;0.00
15.254.288/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN;2019-03-31;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL;ABERTO;N;S;117666845.47;5945.40;117660759.74;102026096.24;102026096.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15634663.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;140.33;140.33;0.00
15.254.301/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE;2019-03-31;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL;FECHADO;N;N;1437971413.03;21877.92;1431016737.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1344485916.93;3467321000199;58.63;15413826000150;34.93;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;86530820.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6932797.97;6932797.97;0.00
15.336.665/0001-48;SIGULER GUFF (JUS BLC) 2C FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;05.389.174/0001-01;MODAL  D.T.V.M. LTDA;FECHADO;N;S;9295073.43;2525.22;9292232.19;8845910.69;0.00;0.00;0.00;0.00;8845910.69;0.00;0.00;0.00;8845910.69;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;396196.57;0.00;0.00;0.00;0.00;396196.57;0.00;50124.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;316.02;316.02;0.00
15.428.505/0001-29;JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;05.389.174/0001-01;MODAL  D.T.V.M. LTDA;FECHADO;N;N;5506999.48;7391.68;5499382.74;5422143.42;0.00;0.00;0.00;0.00;5422143.42;0.00;0.00;0.00;5422143.42;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;27114.39;0.00;0.00;0.00;0.00;27114.39;0.00;50124.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;225.06;225.06;0.00
15.489.383/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS ABERTO SAN MARINO;2019-03-31;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;ABERTO;N;S;70071904.61;2951306.51;67120598.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;64721780.50;0.00;0.00;0.00;9801472.66;3010951.42;51909356.42;0.00;0.00;2398817.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
15.558.603/0001-80;PORTO NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-03-31;33.886.862/0001-12;MAXIMA S/A CCTVM;FECHADO;N;N;32370624.85;4337.30;31948306.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24153341.70;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;4699357.71;0.00;0.00;0.00;0.00;4699357.71;0.00;179752.34;0.00;2915854.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;417981.22;417981.19;0.03
15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;N;36279519.75;91656.36;36187863.39;3876574.93;3880407.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3832.78;31918189.55;7387064000136;10.24;0;;0;;0;;0;;0;;0;;0;;0;;190000.00;0.00;0.00;0.00;0.00;190000.00;0.00;203098.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;152746344.14;165135.85;150474891.12;5534923.08;5482693.02;0.00;0.00;82688.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30457.97;134611111.16;;;;;;;;;;;;;;;;;;;9095412.58;0.00;0.00;0.00;0.00;9095412.58;0.00;1233444.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2106317.17;2106317.17;0.00
15.656.321/0001-16;SCE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;ABERTO;N;N;25506042.29;50.00;25491899.96;16297460.27;16297460.26;0.00;0.00;8771784.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8771784.77;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;8993913.11;0.00;0.00;0.00;0.00;8993913.11;0.00;200526.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14092.33;14092.33;0.00
15.675.220/0001-92;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ARTESANAL MP MICROFINANÇAS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;S;S;56931776.93;5404.79;56829830.99;43947132.53;16570716.63;32561593.26;17197523.64;9841314.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15026491.88;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;11531991.18;0.00;0.00;0.00;0.00;11531991.18;0.00;268534.45;0.00;1082172.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;96541.15;96528.86;12.29
15.799.294/0001-30;SIGULER GUFF (JUS BLC) 2B FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;05.389.174/0001-01;MODAL  D.T.V.M. LTDA;FECHADO;N;S;6994597.74;1072.67;6993343.19;6983318.20;0.00;0.00;0.00;0.00;6983318.20;0.00;0.00;0.00;6983318.20;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10024.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;181.88;181.88;0.00
15.835.686/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC - NP GERADOR;2019-03-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;ABERTO;N;N;15318055.41;500.00;13873428.43;12844289.08;4743861.14;0.00;0.00;22698757.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14598329.39;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;1029139.35;0.00;0.00;0.00;0.00;1029139.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1444126.98;1444126.98;0.00
16.502.939/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO F COBALTO - FINANCEIRO;2019-03-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;ABERTO;N;N;67860863.77;500.00;67815113.94;65622673.53;18309845.81;0.00;0.00;64474425.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17161597.93;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;2192440.41;0.00;0.00;0.00;0.00;2192440.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45249.83;45249.83;0.00
16.503.113/0001-40;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL ADONARA - NÃO PADRONIZADO;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;S;25008293.08;1997.50;25006295.58;24769596.14;0.00;0.00;0.00;0.00;0.00;24769596.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;236699.44;0.00;0.00;0.00;0.00;236699.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
16.503.123/0001-85;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA III - NÃO PADRONIZADO;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;S;45744026.82;1150.27;45174240.08;27500144.52;0.00;0.00;0.00;0.00;0.00;68886623.50;0.00;0.00;0.00;0.00;0.00;41386478.98;0.00;;;;;;;;;;;;;;;;;;;16731548.88;0.00;0.00;0.00;0.00;16731548.88;0.00;942546.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;568636.47;518313.35;50323.12
16.503.130/0001-87;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA V - NÃO PADRONIZADO;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;S;144758.12;2000.50;142757.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;132730.19;0.00;0.00;0.00;0.00;132730.19;0.00;10027.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
16.548.827/0001-74;PROYEK - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;129002031.02;2878.72;128999152.30;108148901.55;108148901.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;20850250.75;0.00;0.00;0.00;0.00;20850250.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
16.626.130/0001-74;FUNDO DE INVESTIMENTO MULTIMERCADO BLUE CAPITAL CRÉDITO PRIVADO;2019-03-31;;;FECHADO;N;N;29053248.81;1246.70;29052002.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29052002.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
16.686.142/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS RECUPERA;2019-03-31;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;FECHADO;N;S;28461852.81;1254.17;28460598.64;15546282.88;0.00;0.00;0.00;15546282.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;12914315.76;0.00;0.00;0.00;12914315.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
16.829.910/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS DIAMOND MOUNTAIN DISTRESSED ASSETS;2019-03-31;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA;FECHADO;N;S;22318324.92;924.92;22317400.00;13522400.00;0.00;0.00;0.00;13522400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;8795000.00;0.00;0.00;8795000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
16.858.989/0001-09;OURO VERDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;FECHADO;N;S;17117044.80;1340.64;17115704.16;16058522.40;0.00;0.00;0.00;16058522.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;858065.16;0.00;0.00;0.00;0.00;858065.16;0.00;199116.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
